"Data Engineer","85960.45 - 90395.48"
"Data Analyst","152485.88 - 156920.9"
"Data Analyst","77090.4 - 81525.42"
"Data Analyst","201271.19 - 205706.21"
"Engineer","77090.4 - 81525.42"
"Software Engineer","307711.86 - 312146.89"
"Software Engineer","161355.93 - 165790.96"
"Manager","201271.19 - 205706.21"
"Manager","112570.62 - 117005.65"
"Analyst","99265.54 - 103700.56"
"Analyst","46045.2 - 50480.23"
"Data Scientist","210141.24 - 214576.27"
"Engineer","112570.62 - 117005.65"
"Data Engineer","174661.02 - 179096.05"
"Data Engineer","72655.37 - 77090.4"
"Data Quality Analyst","99265.54 - 103700.56"
"Data Quality Analyst","85960.45 - 90395.48"
"Data Architect","46045.2 - 50480.23"
"Technical Lead","214576.27 - 219011.3"
"Technical Lead","179096.05 - 183531.07"
"Analyst","134745.76 - 139180.79"
"Analyst","85960.45 - 90395.48"
"Lead Analyst","134745.76 - 139180.79"
"Lead Analyst","77090.4 - 81525.42"
"AI Engineer","272231.64 - 276666.67"
"AI Engineer","148050.85 - 152485.88"
"AI Engineer","165790.96 - 170225.99"
"Data Engineer","148050.85 - 152485.88"
"Data Engineer","90395.48 - 94830.51"
"Software Engineer","223446.33 - 227881.36"
"Software Engineer","152485.88 - 156920.9"
"Data Specialist","50480.23 - 54915.25"
"Software Engineer","148050.85 - 152485.88"
"Software Engineer","125875.71 - 130310.73"
"Product Manager","276666.67 - 281101.69"
"Product Manager","201271.19 - 205706.21"
"Machine Learning Engineer","223446.33 - 227881.36"
"Machine Learning Engineer","148050.85 - 152485.88"
"Data Analyst","81525.42 - 85960.45"
"Data Analyst","179096.05 - 183531.07"
"Data Analyst","148050.85 - 152485.88"
"Data Scientist","99265.54 - 103700.56"
"Software Engineer","241186.44 - 245621.47"
"Product Manager","108135.59 - 112570.62"
"Product Manager","72655.37 - 77090.4"
"Software Engineer","245621.47 - 250056.5"
"Software Engineer","165790.96 - 170225.99"
"Analyst","187966.1 - 192401.13"
"Analyst","156920.9 - 161355.93"
"Research Scientist","241186.44 - 245621.47"
"Research Scientist","134745.76 - 139180.79"
"Research Engineer","241186.44 - 245621.47"
"Research Engineer","134745.76 - 139180.79"
"Manager","148050.85 - 152485.88"
"Software Developer","174661.02 - 179096.05"
"Software Developer","77090.4 - 81525.42"
"Business Intelligence Analyst","148050.85 - 152485.88"
"Business Intelligence Analyst","103700.56 - 108135.59"
"Solutions Architect","245621.47 - 250056.5"
"Solutions Architect","139180.79 - 143615.82"
"Analyst","108135.59 - 112570.62"
"Analyst","77090.4 - 81525.42"
"Analyst","90395.48 - 94830.51"
"Analyst","72655.37 - 77090.4"
"Analyst","125875.71 - 130310.73"
"Analyst","103700.56 - 108135.59"
"Manager","99265.54 - 103700.56"
"Data Scientist","263361.58 - 267796.61"
"Data Analyst","108135.59 - 112570.62"
"Data Engineer","112570.62 - 117005.65"
"Data Engineer","81525.42 - 85960.45"
"Software Engineer","205706.21 - 210141.24"
"Software Engineer","94830.51 - 99265.54"
"Engineering Manager","334322.03 - 338757.06"
"Engineering Manager","236751.41 - 241186.44"
"Engineer","236751.41 - 241186.44"
"Engineer","156920.9 - 161355.93"
"Software Engineer","139180.79 - 143615.82"
"Software Engineer","103700.56 - 108135.59"
"Data Analyst","68220.34 - 72655.37"
"Software Engineer","37175.14 - 41610.17"
"Software Engineer","28305.08 - 32740.11"
"Data Engineer","219011.3 - 223446.33"
"Data Engineer","156920.9 - 161355.93"
"MLOps Engineer","205706.21 - 210141.24"
"MLOps Engineer","148050.85 - 152485.88"
"Business Intelligence Engineer","108135.59 - 112570.62"
"Business Intelligence Engineer","77090.4 - 81525.42"
"Associate","108135.59 - 112570.62"
"Associate","63785.31 - 68220.34"
"Solution Architect","245621.47 - 250056.5"
"Solution Architect","152485.88 - 156920.9"
"Analyst","59350.28 - 63785.31"
"Manager","63785.31 - 68220.34"
"Data Analyst","161355.93 - 165790.96"
"Data Analyst","130310.73 - 134745.76"
"Data Analyst","170225.99 - 174661.02"
"Software Engineer","179096.05 - 183531.07"
"Software Engineer","85960.45 - 90395.48"
"Manager","267796.61 - 272231.64"
"Data Engineer","125875.71 - 130310.73"
"Engineer","210141.24 - 214576.27"
"Data Analyst","15000.0 - 19435.03"
"Engineer","165790.96 - 170225.99"
"Engineer","90395.48 - 94830.51"
"Data Developer","130310.73 - 134745.76"
"Data Developer","77090.4 - 81525.42"
"Manager","276666.67 - 281101.69"
"Analytics Engineer","715734.46 - 720169.49"
"Analytics Engineer","165790.96 - 170225.99"
"Analytics Engineer","697994.35 - 702429.38"
"Research Engineer","715734.46 - 720169.49"
"Research Engineer","99265.54 - 103700.56"
"Data and Reporting Analyst","112570.62 - 117005.65"
"Data and Reporting Analyst","68220.34 - 72655.37"
"Software Engineer","715734.46 - 720169.49"
"Software Engineer","99265.54 - 103700.56"
"Product Manager","724604.52 - 729039.55"
"Product Manager","236751.41 - 241186.44"
"Machine Learning Engineer","152485.88 - 156920.9"
"Machine Learning Engineer","81525.42 - 85960.45"
"Software Engineer","618163.84 - 622598.87"
"Data Visualization Engineer","219011.3 - 223446.33"
"Data Visualization Engineer","77090.4 - 81525.42"
"Data Specialist","68220.34 - 72655.37"
"Consultant","196836.16 - 201271.19"
"Consultant","108135.59 - 112570.62"
"Business Intelligence Developer","179096.05 - 183531.07"
"Business Intelligence Developer","108135.59 - 112570.62"
"Data Engineer","276666.67 - 281101.69"
"Data Engineer","205706.21 - 210141.24"
"Architect","201271.19 - 205706.21"
"Architect","117005.65 - 121440.68"
"Postdoctoral Fellow","77090.4 - 81525.42"
"Postdoctoral Fellow","72655.37 - 77090.4"
"Engineer","68220.34 - 72655.37"
"Engineer","54915.25 - 59350.28"
"Machine Learning Engineer","715734.46 - 720169.49"
"Machine Learning Engineer","99265.54 - 103700.56"
"Research Scientist","715734.46 - 720169.49"
"Research Scientist","99265.54 - 103700.56"
"Manager","396412.43 - 400847.46"
"Manager","165790.96 - 170225.99"
"Machine Learning Engineer","219011.3 - 223446.33"
"Machine Learning Engineer","77090.4 - 81525.42"
"Research Scientist","165790.96 - 170225.99"
"Product Manager","196836.16 - 201271.19"
"Product Manager","134745.76 - 139180.79"
"Manager","121440.68 - 125875.71"
"Data Analyst","187966.1 - 192401.13"
"Engineer","117005.65 - 121440.68"
"Engineer","85960.45 - 90395.48"
"Analyst","112570.62 - 117005.65"
"Data Engineer","77090.4 - 81525.42"
"Data Management Specialist","121440.68 - 125875.71"
"Data Management Specialist","50480.23 - 54915.25"
"Machine Learning Engineer","250056.5 - 254491.53"
"Machine Learning Engineer","121440.68 - 125875.71"
"Engineer","254491.53 - 258926.55"
"Engineer","130310.73 - 134745.76"
"Data Scientist","418587.57 - 423022.6"
"Data Scientist","267796.61 - 272231.64"
"Data Scientist","170225.99 - 174661.02"
"Data Scientist","72655.37 - 77090.4"
"Data Scientist","219011.3 - 223446.33"
"Data Scientist","81525.42 - 85960.45"
"Engineering Manager","418587.57 - 423022.6"
"Engineering Manager","219011.3 - 223446.33"
"Engineer","125875.71 - 130310.73"
"Architect","196836.16 - 201271.19"
"Architect","103700.56 - 108135.59"
"Developer","303276.84 - 307711.86"
"Developer","161355.93 - 165790.96"
"Machine Learning Engineer","183531.07 - 187966.1"
"Machine Learning Engineer","108135.59 - 112570.62"
"Data Scientist","183531.07 - 187966.1"
"Data Engineer","236751.41 - 241186.44"
"Machine Learning Engineer","125875.71 - 130310.73"
"Applied Scientist","321016.95 - 325451.98"
"Applied Scientist","223446.33 - 227881.36"
"Product Owner","156920.9 - 161355.93"
"Product Owner","117005.65 - 121440.68"
"Business Intelligence Engineer","179096.05 - 183531.07"
"Business Intelligence Engineer","112570.62 - 117005.65"
"Software Development Engineer","192401.13 - 196836.16"
"Software Development Engineer","117005.65 - 121440.68"
"Software Engineer","121440.68 - 125875.71"
"Software Engineer","338757.06 - 343192.09"
"Software Engineer","312146.89 - 316581.92"
"Data Scientist","152485.88 - 156920.9"
"Analytics Engineer","183531.07 - 187966.1"
"Platform Engineer","223446.33 - 227881.36"
"Platform Engineer","152485.88 - 156920.9"
"Manager","258926.55 - 263361.58"
"Manager","174661.02 - 179096.05"
"Research Analyst","99265.54 - 103700.56"
"Software Development Engineer","152485.88 - 156920.9"
"Software Development Engineer","90395.48 - 94830.51"
"Data Reporting Analyst","54915.25 - 59350.28"
"Data Reporting Analyst","41610.17 - 46045.2"
"Decision Scientist","223446.33 - 227881.36"
"Decision Scientist","205706.21 - 210141.24"
"Full Stack Engineer","219011.3 - 223446.33"
"Full Stack Engineer","148050.85 - 152485.88"
"Data Analyst","23870.06 - 28305.08"
"Data Analyst","125875.71 - 130310.73"
"Software Engineer","201271.19 - 205706.21"
"Data Scientist","179096.05 - 183531.07"
"Data Scientist","187966.1 - 192401.13"
"Data Engineer","281101.69 - 285536.72"
"Software Engineer","210141.24 - 214576.27"
"Software Engineer","232316.38 - 236751.41"
"Engineer","183531.07 - 187966.1"
"Software Engineer","334322.03 - 338757.06"
"Engineer","170225.99 - 174661.02"
"Engineer","72655.37 - 77090.4"
"Manager","152485.88 - 156920.9"
"Data Analyst","37175.14 - 41610.17"
"Data Analyst","32740.11 - 37175.14"
"Machine Learning Scientist","201271.19 - 205706.21"
"Machine Learning Scientist","139180.79 - 143615.82"
"Data Engineer","99265.54 - 103700.56"
"Analyst","117005.65 - 121440.68"
"Analyst","50480.23 - 54915.25"
"Analyst","139180.79 - 143615.82"
"Analyst","192401.13 - 196836.16"
"Business Intelligence Engineer","236751.41 - 241186.44"
"Business Intelligence Engineer","187966.1 - 192401.13"
"Data Scientist","94830.51 - 99265.54"
"Data Scientist","192401.13 - 196836.16"
"Data Scientist","117005.65 - 121440.68"
"Data Scientist","54915.25 - 59350.28"
"Data Engineer","272231.64 - 276666.67"
"Data Engineer","263361.58 - 267796.61"
"Machine Learning Engineer","303276.84 - 307711.86"
"Machine Learning Engineer","214576.27 - 219011.3"
"Software Engineer","298841.81 - 303276.84"
"Software Engineer","267796.61 - 272231.64"
"Research Scientist","298841.81 - 303276.84"
"Research Scientist","174661.02 - 179096.05"
"Analyst","94830.51 - 99265.54"
"Analyst","54915.25 - 59350.28"
"Consultant","179096.05 - 183531.07"
"Consultant","99265.54 - 103700.56"
"Machine Learning Engineer","369802.26 - 374237.29"
"Machine Learning Engineer","263361.58 - 267796.61"
"Product Manager","214576.27 - 219011.3"
"Product Manager","130310.73 - 134745.76"
"Technical Lead","343192.09 - 347627.12"
"Technical Lead","316581.92 - 321016.95"
"Engineering Manager","245621.47 - 250056.5"
"Engineering Manager","227881.36 - 232316.38"
"Product Manager","210141.24 - 214576.27"
"Data Engineer","152485.88 - 156920.9"
"Data Scientist","196836.16 - 201271.19"
"Data Scientist","46045.2 - 50480.23"
"Software Engineer","281101.69 - 285536.72"
"Software Engineer","187966.1 - 192401.13"
"Research Scientist","81525.42 - 85960.45"
"Research Scientist","68220.34 - 72655.37"
"Data Product Manager","148050.85 - 152485.88"
"Data Product Manager","125875.71 - 130310.73"
"Data Architect","139180.79 - 143615.82"
"Data Architect","121440.68 - 125875.71"
"Data Engineer","121440.68 - 125875.71"
"Software Engineer","227881.36 - 232316.38"
"Data Specialist","59350.28 - 63785.31"
"Data Specialist","46045.2 - 50480.23"
"Engineer","276666.67 - 281101.69"
"Analyst","148050.85 - 152485.88"
"Data Engineer","196836.16 - 201271.19"
"Data Engineer","63785.31 - 68220.34"
"Data Engineer","50480.23 - 54915.25"
"Machine Learning Engineer","117005.65 - 121440.68"
"Machine Learning Engineer","205706.21 - 210141.24"
"Manager","205706.21 - 210141.24"
"Data Architect","227881.36 - 232316.38"
"Data Architect","196836.16 - 201271.19"
"Data Engineer","117005.65 - 121440.68"
"Data Engineer","59350.28 - 63785.31"
"Data Governance Analyst","130310.73 - 134745.76"
"Data Governance Analyst","90395.48 - 94830.51"
"AI Engineer","227881.36 - 232316.38"
"AI Engineer","183531.07 - 187966.1"
"Data Specialist","99265.54 - 103700.56"
"Data Specialist","72655.37 - 77090.4"
"Data Analyst","156920.9 - 161355.93"
"Business Intelligence Engineer","125875.71 - 130310.73"
"Business Intelligence Engineer","68220.34 - 72655.37"
"Solutions Engineer","201271.19 - 205706.21"
"Solutions Engineer","112570.62 - 117005.65"
"Software Developer","205706.21 - 210141.24"
"Software Developer","94830.51 - 99265.54"
"Analyst","121440.68 - 125875.71"
"Systems Engineer","258926.55 - 263361.58"
"Systems Engineer","170225.99 - 174661.02"
"Manager","117005.65 - 121440.68"
"Solution Architect","179096.05 - 183531.07"
"Solution Architect","125875.71 - 130310.73"
"Engineering Manager","196836.16 - 201271.19"
"AI Engineer","196836.16 - 201271.19"
"AI Engineer","134745.76 - 139180.79"
"AI Engineer","174661.02 - 179096.05"
"Data Engineer","210141.24 - 214576.27"
"Data Engineer","183531.07 - 187966.1"
"Data Engineer","187966.1 - 192401.13"
"Data Engineer","192401.13 - 196836.16"
"Data Engineer","170225.99 - 174661.02"
"Data Quality Engineer","201271.19 - 205706.21"
"Data Quality Engineer","108135.59 - 112570.62"
"Data Engineer","54915.25 - 59350.28"
"Data Architect","210141.24 - 214576.27"
"Data Architect","179096.05 - 183531.07"
"Data Architect","103700.56 - 108135.59"
"Machine Learning Engineer","245621.47 - 250056.5"
"Machine Learning Engineer","130310.73 - 134745.76"
"Solutions Architect","227881.36 - 232316.38"
"Solutions Architect","117005.65 - 121440.68"
"Data Analyst","41610.17 - 46045.2"
"Data Scientist","250056.5 - 254491.53"
"Data Scientist","121440.68 - 125875.71"
"Associate","134745.76 - 139180.79"
"Insight Analyst","170225.99 - 174661.02"
"Insight Analyst","112570.62 - 117005.65"
"Data Management Analyst","148050.85 - 152485.88"
"Data Management Analyst","99265.54 - 103700.56"
"Data Management Analyst","103700.56 - 108135.59"
"Data Management Analyst","68220.34 - 72655.37"
"Systems Engineer","112570.62 - 117005.65"
"Systems Engineer","77090.4 - 81525.42"
"Research Scientist","121440.68 - 125875.71"
"Research Scientist","85960.45 - 90395.48"
"Data Governance Analyst","148050.85 - 152485.88"
"Data Governance Analyst","94830.51 - 99265.54"
"Applied Scientist","347627.12 - 352062.15"
"Applied Scientist","236751.41 - 241186.44"
"Product Designer","205706.21 - 210141.24"
"Product Designer","121440.68 - 125875.71"
"Consultant","165790.96 - 170225.99"
"Consultant","117005.65 - 121440.68"
"Consultant","205706.21 - 210141.24"
"Consultant","148050.85 - 152485.88"
"Software Development Engineer","143615.82 - 148050.85"
"Software Development Engineer","85960.45 - 90395.48"
"Data Specialist","170225.99 - 174661.02"
"Data Specialist","125875.71 - 130310.73"
"Principal Software Architect","245621.47 - 250056.5"
"Principal Software Architect","179096.05 - 183531.07"
"Analytics Engineer","134745.76 - 139180.79"
"Analytics Engineer","81525.42 - 85960.45"
"Software Engineer","143615.82 - 148050.85"
"Engineer","99265.54 - 103700.56"
"Engineer","94830.51 - 99265.54"
"Manager","156920.9 - 161355.93"
"Data Analyst","90395.48 - 94830.51"
"Engineer","227881.36 - 232316.38"
"Solutions Architect","236751.41 - 241186.44"
"Solutions Architect","134745.76 - 139180.79"
"Analytics Engineer","46045.2 - 50480.23"
"Data Scientist","28305.08 - 32740.11"
"Machine Learning Engineer","227881.36 - 232316.38"
"Machine Learning Engineer","139180.79 - 143615.82"
"AI Engineer","143615.82 - 148050.85"
"Product Manager","143615.82 - 148050.85"
"Product Manager","112570.62 - 117005.65"
"Analyst","130310.73 - 134745.76"
"Data Manager","205706.21 - 210141.24"
"Data Manager","134745.76 - 139180.79"
"Architect","63785.31 - 68220.34"
"Architect","50480.23 - 54915.25"
"Business Intelligence Analyst","90395.48 - 94830.51"
"Business Intelligence Analyst","54915.25 - 59350.28"
"Research Scientist","108135.59 - 112570.62"
"Manager","143615.82 - 148050.85"
"Manager","94830.51 - 99265.54"
"Research Analyst","94830.51 - 99265.54"
"Research Analyst","63785.31 - 68220.34"
"Statistical Programmer","183531.07 - 187966.1"
"Statistical Programmer","121440.68 - 125875.71"
"Business Intelligence","139180.79 - 143615.82"
"Business Intelligence","103700.56 - 108135.59"
"Data Analyst","139180.79 - 143615.82"
"Solutions Architect","272231.64 - 276666.67"
"Solutions Architect","143615.82 - 148050.85"
"Software Engineer","130310.73 - 134745.76"
"Engineer","192401.13 - 196836.16"
"Analyst","81525.42 - 85960.45"
"Engineering Manager","201271.19 - 205706.21"
"Engineering Manager","130310.73 - 134745.76"
"Engineer","59350.28 - 63785.31"
"Engineer","50480.23 - 54915.25"
"AI Engineer","241186.44 - 245621.47"
"AI Engineer","201271.19 - 205706.21"
"Engineer","267796.61 - 272231.64"
"Manager","196836.16 - 201271.19"
"Software Engineer","254491.53 - 258926.55"
"Data Lead","161355.93 - 165790.96"
"Data Lead","103700.56 - 108135.59"
"Computational Biologist","174661.02 - 179096.05"
"Computational Biologist","108135.59 - 112570.62"
"Data Strategist","85960.45 - 90395.48"
"Data Strategist","63785.31 - 68220.34"
"Data Analyst","174661.02 - 179096.05"
"Associate","165790.96 - 170225.99"
"Research Engineer","205706.21 - 210141.24"
"Machine Learning Engineer","94830.51 - 99265.54"
"Machine Learning Engineer","312146.89 - 316581.92"
"Machine Learning Engineer","174661.02 - 179096.05"
"Engineer","121440.68 - 125875.71"
"Platform Engineer","108135.59 - 112570.62"
"Platform Engineer","77090.4 - 81525.42"
"DevOps Engineer","165790.96 - 170225.99"
"DevOps Engineer","108135.59 - 112570.62"
"Platform Engineer","183531.07 - 187966.1"
"Platform Engineer","117005.65 - 121440.68"
"DevOps Engineer","187966.1 - 192401.13"
"DevOps Engineer","125875.71 - 130310.73"
"DevOps Engineer","139180.79 - 143615.82"
"DevOps Engineer","103700.56 - 108135.59"
"Engineer","196836.16 - 201271.19"
"Software Developer","112570.62 - 117005.65"
"Product Manager","170225.99 - 174661.02"
"Manager","192401.13 - 196836.16"
"Consultant","90395.48 - 94830.51"
"Data Analyst","143615.82 - 148050.85"
"Data Analyst","165790.96 - 170225.99"
"Data Analyst","112570.62 - 117005.65"
"Systems Engineer","152485.88 - 156920.9"
"Manager","85960.45 - 90395.48"
"Principal Statistical Programmer","174661.02 - 179096.05"
"Principal Statistical Programmer","103700.56 - 108135.59"
"Data Engineer","227881.36 - 232316.38"
"Data Product Owner","103700.56 - 108135.59"
"Data Product Owner","77090.4 - 81525.42"
"Machine Learning Engineer","254491.53 - 258926.55"
"Data Specialist","63785.31 - 68220.34"
"Data Specialist","32740.11 - 37175.14"
"BI Engineer","161355.93 - 165790.96"
"BI Engineer","94830.51 - 99265.54"
"Data Scientist","285536.72 - 289971.75"
"Machine Learning Engineer","285536.72 - 289971.75"
"Product Manager","192401.13 - 196836.16"
"Research Assistant","85960.45 - 90395.48"
"Research Assistant","54915.25 - 59350.28"
"Data Scientist","334322.03 - 338757.06"
"Data Engineer","143615.82 - 148050.85"
"Product Manager","152485.88 - 156920.9"
"Backend Engineer","201271.19 - 205706.21"
"Backend Engineer","143615.82 - 148050.85"
"AI Engineer","192401.13 - 196836.16"
"AI Engineer","139180.79 - 143615.82"
"AI Engineer","294406.78 - 298841.81"
"Machine Learning Engineer","294406.78 - 298841.81"
"Machine Learning Engineer","165790.96 - 170225.99"
"Research Scientist","250056.5 - 254491.53"
"Data Infrastructure Engineer","383107.34 - 387542.37"
"Data Infrastructure Engineer","196836.16 - 201271.19"
"Software Engineer","316581.92 - 321016.95"
"Engineer","436327.68 - 440762.71"
"Engineer","294406.78 - 298841.81"
"Associate","46045.2 - 50480.23"
"Full Stack Developer","121440.68 - 125875.71"
"Full Stack Developer","112570.62 - 117005.65"
"Enterprise Account Executive","156920.9 - 161355.93"
"Enterprise Account Executive","121440.68 - 125875.71"
"Product Manager","289971.75 - 294406.78"
"Product Manager","179096.05 - 183531.07"
